Age,Gender,Marital Status,Education,Job,Income,Loan Amount,Loan Term,Interest Rate,Credit History,Collateral,Employment Length,Num Dependents,Monthly Expenses,Credit Score,Debt to Income Ratio,Loan to Value Ratio,Payment History,Credit Utilization,Bankruptcy,Foreclosure,Delinquency,Repossession,Late Payments,Credit Inquiries,Default,BKI_rate
63,Male,Married,PhD,Self-Employed,2882.8932043342106,29939.355805426225,37,14.297717113597372,2,Yes,7,0,2150.8017085140855,0.4245657603566939,0.2901287208462652,0.7658007677434917,12,0.6797765512405027,0,0,0,0,1,9,1,A
75,Female,Divorced,High School,Self-Employed,5581.6982281216915,18623.004602509605,34,15.814482736367102,8,No,20,5,411.37378075326615,0.8003234924779996,0.3568217275364854,0.9173009796078935,0,0.3979062752073629,0,0,0,0,2,6,0,D
40,Male,Divorced,High School,Employed,10220.936636079641,18034.467678788224,27,19.141180779296413,4,No,17,1,784.9761851900776,0.517516848989191,0.32290799583471164,0.860551271745636,8,0.4237030897041718,0,0,0,0,3,9,1,B
33,Female,Divorced,Bachelor,Self-Employed,2535.9650225733994,14852.99249393091,13,9.882766781154416,2,No,17,0,803.177241763959,0.3935986669077967,0.526886764911464,0.8943800193300682,1,0.23507003855277153,0,0,0,0,3,7,1,A
46,Male,Divorced,High School,Unemployed,4611.07925150445,27126.30577604198,50,13.160038205008735,8,Yes,17,1,1849.0841353358173,0.8323645072611375,0.3965932588295881,0.7491412657653412,8,0.21498530068670785,1,0,0,0,4,2,0,D
53,Male,Divorced,High School,Self-Employed,304.0405313035744,19211.39954901073,16,15.065842938084744,7,Yes,4,2,914.7775427941547,0.7581725072735894,0.4778461791704295,0.7706018720855181,11,0.16344101969184088,0,0,0,0,0,6,0,D
45,Male,Divorced,PhD,Unemployed,3523.3887022179365,17113.45433051956,58,15.421521068948739,5,Yes,4,2,649.9996600853731,0.6057580994493882,0.4141323362869238,0.6165184216856754,11,0.6687506976182819,0,0,0,0,1,6,0,C
24,Female,Married,PhD,Employed,8331.396162921666,2201.3557522289266,45,12.585447924279567,5,No,2,1,1866.7503929571062,0.6006878962369513,0.3148796013528796,0.8619990516700546,10,0.17287561054822587,1,0,0,0,2,6,0,C
56,Female,Single,Master,Self-Employed,789.7192840080479,25623.705434563795,58,14.093561396017119,7,No,7,2,2155.9856696415313,0.7806525608742348,0.3710040369442649,0.727431272812151,4,0.2914250398212399,0,0,0,0,3,4,0,D
33,Female,Divorced,Bachelor,Unemployed,4601.498574028549,39202.68131596484,35,16.519443578286776,8,Yes,17,3,2167.4366292461177,0.8352506818445347,0.4365332550513988,0.8177726381488046,8,0.6661644840805852,0,0,0,0,1,9,0,D
23,Female,Single,Master,Unemployed,1733.6565928849668,20887.37916634514,26,17.485397817139344,5,No,14,2,2204.8172490765996,0.6203567948750995,0.49326209964340734,0.7504484626081529,0,0.08250002202586804,0,0,0,0,3,8,0,C
76,Male,Divorced,Master,Employed,2755.5659689440176,23299.18345461521,14,18.204070925116902,1,No,6,2,1647.8374471736445,0.35519098736478916,0.4738827015896315,0.8949630273661021,4,0.9219899964288402,0,0,0,0,0,5,1,A
43,Male,Single,Master,Employed,3706.2029178116854,21957.715361840543,44,17.751923035730886,1,No,3,0,904.8442324618795,0.3676578801697142,0.5897593958562737,0.7356165163245421,8,0.07374979518415814,0,0,0,0,0,5,1,A
63,Male,Divorced,Master,Unemployed,9031.205380537136,10630.162428770058,52,18.295455126994653,5,Yes,19,3,3632.956945082181,0.6045024788566292,0.27961092615412053,0.7744587558773177,6,0.16980883544054115,0,0,0,0,2,4,0,C
62,Male,Divorced,High School,Self-Employed,10832.065809377029,26921.285580810247,32,12.316737964931052,4,Yes,16,2,1892.9043914665301,0.5676225304275467,0.4879841447396691,0.6715398459088595,5,0.15498854158058106,0,0,0,0,0,3,1,B
53,Female,Married,Master,Self-Employed,3488.8070062923844,28898.181246356107,22,19.63812989340854,8,Yes,7,3,3046.618045900501,0.810816418275957,0.618275542691559,0.7909839394275795,10,0.9883091075146478,0,0,0,0,1,5,0,D
54,Male,Married,Bachelor,Employed,8663.033352984761,1297.2212488150908,47,15.85397246592344,8,Yes,12,0,1886.4767189138463,0.8308672798494594,0.4463012637514993,0.8887886949359891,1,0.4801600302839161,0,0,0,0,3,8,0,D
70,Female,Married,Bachelor,Unemployed,7048.968411575893,30442.17923913117,42,11.236221567192882,8,No,14,2,3405.1047159733066,0.7953380284488504,0.46956508909348416,0.7001850289492495,0,0.21311189241025663,0,0,0,0,4,1,0,D
48,Female,Married,Master,Employed,4645.345744795557,0.046105829049338354,66,13.556064175887872,8,No,4,3,1399.0218787657013,0.7929212484905594,0.4438229783993759,0.8592188680493122,8,0.27149136127598905,0,0,0,0,2,10,0,D
73,Male,Divorced,Bachelor,Employed,5897.64826185985,17593.219547093646,44,13.59709485759929,6,No,19,3,2053.0932872995327,0.6975744667772265,0.19472660120989438,0.7120355723816137,10,0.10308581001881423,0,0,0,0,1,8,0,C
49,Male,Divorced,Bachelor,Unemployed,5733.541428187667,21881.43436274354,15,9.83601057430978,5,No,11,4,2509.2808798831843,0.6227559033887046,0.4802202883708009,0.8939449757231904,3,0.4127590998485522,0,0,0,0,4,3,0,C
42,Female,Divorced,Master,Employed,2240.282610544588,23048.067761142986,37,14.318158614520229,4,No,1,0,1699.4092295760447,0.5121073414505318,0.3458513102525371,0.7319020032982477,2,0.4005540739859337,0,0,0,0,3,2,1,B
19,Male,Married,Master,Self-Employed,5291.807143729957,14200.18212494157,24,16.18724160139388,7,No,10,3,3464.187330376482,0.7826983849754952,0.32178349087791197,0.8285854449813514,4,0.8872872738726615,0,0,0,0,0,0,0,D
37,Female,Divorced,High School,Self-Employed,7283.243401988024,10792.860740467224,68,11.725356724230041,7,No,9,1,2576.496064804044,0.7239043258452911,0.3649876906985655,0.8418703108266715,6,0.21451113762642815,0,0,0,0,4,3,0,D
47,Female,Married,Master,Self-Employed,8139.289306818209,11273.076308426327,56,11.700211733973456,1,Yes,1,5,463.7385144682703,0.3066524577759273,0.3914511099055451,0.7754724334490031,4,0.6830061507171444,0,0,0,0,0,2,1,A
50,Female,Married,Bachelor,Employed,5380.932637835586,29460.629080877392,44,12.933468052568601,4,No,11,0,240.0831611925123,0.5766531927585866,0.3727063083570507,0.9066494969151171,5,0.830108350378375,0,0,0,0,2,9,1,B
24,Female,Single,High School,Employed,6523.33021763889,15203.56522847181,47,14.555009647394497,1,Yes,19,1,2519.7031033909243,0.36308381380813765,0.30379883911907873,0.8263370777226808,12,0.9470145690700655,0,0,0,0,0,6,1,A
51,Female,Single,High School,Unemployed,4240.3216679105235,14162.38207969495,68,19.452862270122342,6,Yes,2,4,658.4063232927576,0.6829294446673586,0.3500974771740487,0.7936800827124697,0,0.05084596753100301,0,0,1,0,1,5,0,C
33,Female,Divorced,PhD,Employed,3471.8940282869207,29768.803870076,49,18.86408806712979,1,Yes,9,5,3040.5817866199886,0.322335838247523,0.4060555154491199,0.8475833274416059,3,0.8992584480384482,0,1,0,1,0,8,1,A
61,Female,Single,Bachelor,Unemployed,4444.093321386579,28831.363192420526,45,14.452103679201624,3,No,16,2,1177.8919491506144,0.4679227850115366,0.5144702770961478,0.8975254178683205,12,0.048402958603551816,0,0,0,0,0,2,1,B
58,Female,Single,Master,Self-Employed,1080.927135649753,33701.335884976506,71,19.885632402450767,5,Yes,12,4,2322.9967181684597,0.6137187078071814,0.36659158794939817,0.8495144450368867,10,0.8358701126245435,0,0,0,0,5,7,0,C
77,Male,Divorced,PhD,Employed,1692.6377179172491,32300.05248654278,57,8.660409001636427,6,No,4,0,1934.1981007926113,0.6874085975275406,0.3877652812162326,0.7168048281320301,6,0.044207219886737814,0,0,0,0,3,4,0,C
48,Male,Married,High School,Self-Employed,5661.521265315208,29885.725646241855,32,8.968427044622368,8,Yes,4,5,1386.4045851008102,0.8141601072435974,0.49689142612432213,0.6194415766034301,6,0.06450102107950995,0,0,0,0,3,5,0,D
75,Female,Married,PhD,Employed,5799.035062305119,15297.95446518315,65,10.823212239561844,4,No,17,4,1554.564602112957,0.5435877684943883,0.2055609375103505,0.7275427565356933,8,0.44500515844737887,0,0,0,0,2,10,1,B
37,Male,Divorced,PhD,Employed,6705.197716855011,557.8663579097883,68,10.093033210928446,1,No,18,3,2581.804511855556,0.3393591499109976,0.5786322612403518,0.773300573448949,5,0.9936232129665643,0,0,0,0,4,2,1,A
19,Female,Single,Master,Unemployed,5328.1912501969955,33362.041673584645,65,19.82051234286631,2,Yes,2,3,1016.5198916679899,0.3834602779398283,0.5164208823641092,0.9568393453130479,2,0.6206578971313917,0,0,0,0,1,5,1,A
71,Male,Single,PhD,Employed,1714.0250235848034,28030.993739649744,49,12.111603892355298,8,No,12,3,770.6760597823281,0.8494958041967803,0.5942045196589967,0.6186631434290217,6,0.6772993587272789,1,0,0,0,4,6,0,D
37,Female,Single,High School,Employed,5583.524077572798,17127.25782564487,71,18.8750643176568,2,No,2,3,1689.2121369278639,0.4061617781147565,0.448922235667924,0.821989808124813,7,0.48053525284486964,0,0,0,0,3,0,1,A
48,Male,Single,Master,Self-Employed,6254.498478043629,31358.6459296214,69,17.08187146520242,6,No,18,3,2312.878723176399,0.7110797093360691,0.5036580987555502,0.8320662311377958,11,0.051454286036323627,0,0,0,0,1,7,0,C
32,Female,Married,Bachelor,Employed,3882.962173433732,10922.299125813843,44,17.611692114967127,5,No,19,0,875.35060333096,0.6055685150815887,0.5487601742398192,0.7229357462084427,3,0.6469644223356182,0,0,0,0,5,8,0,C
75,Male,Married,PhD,Unemployed,8179.701148719911,4975.193587801072,28,14.254735988043269,4,Yes,10,0,2112.105196827318,0.5454151774376786,0.3111317272047437,0.7194710101513744,3,0.020474253044415747,0,0,0,0,2,1,1,B
18,Male,Divorced,Bachelor,Self-Employed,6234.262500362834,21367.496972672037,58,14.48751150970606,4,No,4,2,899.3617796851659,0.5150850208113584,0.49587171955919307,0.9453550990776866,7,0.23111014748998138,0,0,0,0,3,3,1,B
51,Male,Divorced,PhD,Unemployed,3012.8622550513182,21104.47269749709,14,8.29099085087746,7,Yes,18,1,3191.9928000390455,0.7583568400560221,0.6033393586645617,0.7347217184996863,9,0.012507095849438987,0,0,0,0,5,7,0,D
51,Female,Single,High School,Self-Employed,1004.7040966875043,30384.110193879296,25,16.6608324828308,5,No,19,4,1728.0800652993084,0.6042872680762243,0.5389923132083083,0.9273496496441146,5,0.9470149131993691,0,0,0,0,4,0,0,C
40,Male,Single,High School,Self-Employed,8666.739101133864,16277.786768382242,65,8.86229188791033,6,No,5,5,1523.3973593424394,0.6571017203072264,0.27955799168384743,0.8198650005509888,11,0.5189464558433567,0,0,0,0,2,5,0,C
39,Female,Divorced,High School,Employed,7489.305375043783,22281.284300288127,34,16.46709448324623,6,No,4,1,3614.580117734368,0.666716629985056,0.4097940549701742,0.8416953171618263,4,0.7753227105182936,0,0,0,0,1,9,0,C
40,Male,Divorced,Master,Unemployed,5862.913508404719,27566.780822050896,72,18.204256881368586,2,Yes,11,0,3469.3243471374103,0.3875377132454318,0.3762383949630127,0.9153743390867808,2,0.28513039546125096,0,0,0,0,3,8,1,A
76,Male,Married,High School,Self-Employed,5079.581621823847,5746.816682709019,41,13.589228975125508,7,Yes,6,4,3936.443164679542,0.7785706626191115,0.45506525499883094,0.8276009449909018,11,0.2577498859168086,0,0,0,0,5,7,0,D
62,Female,Married,PhD,Employed,6647.2210096138715,8660.728397970533,65,10.435908300966162,5,Yes,8,4,1709.1550724475046,0.6383246875889558,0.34510538934204854,0.896196454644831,4,0.7661849388441,0,0,0,0,4,1,0,C
21,Male,Single,PhD,Unemployed,1898.5013201508727,18250.96931995027,39,18.935655659852582,5,No,7,5,1284.438036329519,0.6282116411458071,0.4359338223739584,0.6838049805067788,4,0.35145071545450524,0,0,0,0,3,2,0,C
29,Female,Married,Master,Unemployed,4744.511878904026,17943.710037946472,22,8.41759801036894,4,No,6,5,177.33364355848767,0.5474701838954655,0.28617857726799734,0.9343241324824393,4,0.829228992767,0,0,0,0,5,2,1,B
61,Male,Single,High School,Employed,6510.382434098115,20694.351959994423,58,19.25850619403478,3,Yes,10,0,722.7156949182192,0.44226563713375444,0.3447925983319343,0.9587475455592023,3,0.7417077102334786,0,0,0,0,3,3,1,B
22,Male,Married,Bachelor,Self-Employed,5319.770281402083,8062.012347772856,71,17.943512319790123,2,No,9,4,1317.6577480864648,0.37229952800039173,0.4576875978401025,0.7358724255956456,9,0.6026466613095519,0,0,0,0,5,7,1,A
53,Female,Divorced,Bachelor,Self-Employed,4444.6582088687455,24879.577127343946,59,14.833721243706783,7,Yes,6,1,1471.9818610389827,0.7447336692027184,0.46960795460349264,0.7359298482218257,6,0.3250836495137365,0,0,0,0,2,0,0,D
53,Male,Married,PhD,Employed,7654.041566187293,17212.45023914027,28,18.410971675342186,8,No,8,0,1432.5014500002655,0.7926198536159569,0.4293730571141632,0.8386324708651361,1,0.26932357316923994,0,0,0,0,2,6,0,D
35,Female,Married,Bachelor,Unemployed,4935.287224751194,21508.137741365717,45,12.83104916439751,5,No,16,2,1731.274442536902,0.5985288266545248,0.566512226119996,0.7512280569874462,9,0.06902033544737951,0,0,0,0,3,3,0,C
67,Male,Divorced,Master,Employed,6325.818950402147,12297.848320869114,53,11.831524395564662,8,No,10,5,1388.865859718953,0.8409535884030204,0.36479359466205397,0.8895691047753727,1,0.029487589013824977,0,0,0,0,5,3,0,D
43,Male,Single,PhD,Self-Employed,3745.0497780368655,35835.43723760274,12,14.410189850011148,6,No,14,5,2124.6961465715203,0.6766277616690489,0.28830693964594584,0.7764624760501049,4,0.25978126144286884,0,0,0,0,1,7,0,C
60,Female,Single,High School,Unemployed,4335.788482493481,9467.593794974144,36,14.029088932938759,4,No,2,4,1888.017600604735,0.5524834413198967,0.5187830414445923,0.7838106419073544,1,0.06754401053865267,0,0,0,0,0,10,1,B
60,Female,Divorced,Bachelor,Self-Employed,5165.681896252074,50133.67041268728,21,18.51052286169892,1,No,7,0,2455.5214723005665,0.34460504169873496,0.4237839924889736,0.8935040228553442,11,0.62382913506932,0,1,0,0,1,4,1,A
54,Male,Married,Master,Self-Employed,5279.613949923614,33582.34268147942,39,15.391720628944196,3,Yes,3,2,3307.020819564834,0.4821496646416693,0.5171674812834706,0.7124165730513826,1,0.5250028089733818,0,0,0,0,0,8,1,B
24,Female,Divorced,PhD,Employed,2591.5339541887597,41432.227277839964,49,15.958105136149575,5,Yes,15,0,928.9945237726577,0.6110400548629467,0.5208887200511799,0.827533489508171,8,0.1142282319675697,0,0,1,0,1,0,0,C
59,Female,Divorced,Master,Employed,4546.022897039101,11612.701897702951,17,15.094824006393328,6,No,4,5,469.02850239639974,0.7037502845123861,0.43177894372904424,0.6381768381947913,11,0.09024966097123144,0,0,0,1,0,8,0,C
54,Male,Single,Master,Employed,5311.664259475311,8864.924444286182,17,11.682340465094681,5,Yes,16,4,2496.2561024772367,0.587064888925826,0.23011104406084382,0.8154008697639407,0,0.138682942192474,0,0,0,0,1,7,0,C
80,Male,Divorced,High School,Self-Employed,6043.786548102746,27319.89089344242,44,16.602138582180142,1,No,7,3,798.1976571537409,0.32556205213597694,0.549453716252891,0.6912116050302631,6,0.8145093114382692,0,0,0,0,3,7,1,A
42,Male,Single,Master,Unemployed,7021.0903169913145,17455.80068041128,15,9.780647823744047,6,No,10,0,2568.032874312369,0.6816489727841762,0.4411762601961996,0.7133662679005932,2,0.9739250959658553,0,0,0,0,4,5,0,C
41,Male,Married,PhD,Employed,5663.145511037598,8611.078179306662,71,19.049630714496185,8,Yes,9,4,2006.5992869564723,0.8317463167122628,0.5662041912779352,0.7590223166891326,10,0.613952251530514,0,0,0,0,5,0,0,D
73,Male,Single,Bachelor,Employed,4739.163916561972,11947.05776205501,53,15.864630326916558,3,Yes,16,2,3087.688897272361,0.4477518510832982,0.5372063307414247,0.6977790285007781,1,0.9391635100777644,0,0,0,0,3,7,1,B
28,Female,Married,PhD,Self-Employed,2058.0469818101865,15137.532952240954,31,14.27067495613277,6,No,4,3,2320.677947150304,0.692140851900454,0.4427596844720888,0.7017664335611618,11,0.6887970724308855,0,0,0,0,1,4,0,C
20,Male,Single,High School,Self-Employed,4557.985408484592,12891.34006795839,72,10.66847081657001,6,Yes,7,1,2409.950437102553,0.6667542818108826,0.41037221501451504,0.7606914873353818,12,0.619496540039725,0,1,0,0,1,8,0,C
37,Male,Married,PhD,Unemployed,7213.790663098421,21910.351413110486,50,9.947997487273096,2,Yes,7,0,2131.432832685155,0.4132466206112554,0.36339432214217643,0.9736653374848017,10,0.5489968927910801,0,0,0,0,4,8,1,A
55,Male,Single,High School,Employed,8828.764822677611,34335.38089973663,67,8.117647272198147,4,Yes,16,5,1785.4791876672589,0.534161409877908,0.3656068955633775,0.7568775436269725,11,0.23920086081047043,0,0,0,0,3,10,1,B
64,Female,Single,Master,Self-Employed,5209.424915518822,10032.237948945556,49,17.21354786251934,6,No,7,2,3979.8923571024798,0.6646921303066959,0.3216260711624165,0.761580588891407,11,0.9610608971202445,0,0,0,0,1,3,0,C
23,Female,Married,PhD,Unemployed,5520.110340536819,30787.50106819915,61,16.48131340510496,6,Yes,18,3,1415.2567813196506,0.6989324323235215,0.38941750937431246,0.7543000897836857,10,0.4085645697804068,0,0,0,1,5,5,0,C
49,Female,Divorced,Bachelor,Self-Employed,4706.997275961179,25762.8924211176,33,11.525539206236205,1,No,5,1,1564.3390705930992,0.35790032044251263,0.3996337418296622,0.8177870403467485,3,0.26636454707061274,0,0,0,0,0,4,1,A
49,Male,Divorced,Bachelor,Employed,5447.953683279199,6576.2991937833085,67,12.321850548178599,5,Yes,3,5,1081.4937622260854,0.597003259181235,0.3819037828314235,0.7699635055755502,9,0.9441545173029349,0,0,0,0,5,3,0,C
19,Female,Single,Master,Unemployed,3925.2918196102955,22313.862194184912,46,10.299176055695579,3,No,1,4,678.1197415588442,0.47626196675557103,0.5447803205470724,0.8742434204298398,3,0.3253492068518353,0,0,1,1,1,1,1,B
67,Male,Married,High School,Employed,4889.354026351819,12384.087762208877,57,15.919607795167726,4,No,17,0,2397.7096710338806,0.5233099984453939,0.38992119626214927,0.7631655963707352,10,0.23881762805572782,0,0,0,0,2,10,1,B
46,Male,Single,Bachelor,Unemployed,4675.650139299828,26722.69028572463,18,19.515302298065844,2,No,7,3,1779.1571642893412,0.4038940071358634,0.32760376461542845,0.8809934643239142,6,0.16563564948291187,0,0,0,0,2,1,1,A
25,Female,Married,Bachelor,Employed,6660.403997333846,36772.34847489672,25,19.616446110227677,7,No,9,0,1279.5139430842542,0.7508773945820406,0.32074332953555684,0.7599408705217552,2,0.32518358713315965,0,0,1,0,4,0,0,D
48,Male,Single,High School,Unemployed,536.7192276187707,25314.331388174298,48,8.049289736662933,2,No,16,1,1309.5740586960196,0.37457658518810627,0.5006122421417153,0.7968617620420616,4,0.38907507870692926,0,0,1,0,3,1,1,A
69,Female,Divorced,PhD,Employed,5648.04718110944,33300.70068743215,13,15.034298344964366,6,No,20,2,2681.8243225034994,0.6705841616265128,0.3738520478055057,0.7304415527912722,5,0.5378247581743045,0,0,0,0,5,10,0,C
38,Female,Single,High School,Employed,9394.583554644043,18708.61526732897,13,15.077751678919146,8,No,16,2,1262.8683557455345,0.8345506614439792,0.48703064186119027,0.9779133898524375,2,0.7552554216746098,0,0,0,0,0,9,0,D
21,Male,Divorced,Bachelor,Self-Employed,4602.379804471656,20525.386958034156,31,12.425873737929823,8,No,15,2,635.9431483300618,0.8014990027720268,0.38438271144140884,0.8321540333078091,7,0.05285640426842653,0,0,0,1,1,6,0,D
53,Male,Single,PhD,Employed,3975.4350626591945,9595.139996629518,61,11.40586098807497,4,No,4,4,1205.4369296631626,0.5246027831876361,0.377528059983632,0.7175575484854934,12,0.6155747276414232,0,0,0,0,1,4,1,B
69,Female,Married,PhD,Unemployed,5486.496632139477,10844.81865004479,42,14.982772652009166,3,Yes,13,1,2113.4761965101766,0.4755036817630448,0.43004781101277234,0.849711909334848,8,0.6498796553111162,0,0,0,0,2,9,1,B
68,Male,Divorced,Master,Employed,3760.276613296482,11582.226162825225,71,13.556248149112026,6,Yes,10,4,2137.6763321341537,0.6563028721451443,0.4124820232109503,0.8648903807639811,10,0.646096735223924,0,0,0,0,1,5,0,C
37,Male,Married,Master,Self-Employed,6054.862025618178,6170.359132698091,15,14.090814793082034,8,No,6,3,3170.906141576398,0.7946083899810477,0.40856310206568835,0.6901879295230617,8,0.4696665367950207,1,0,0,0,5,6,0,D
61,Male,Single,PhD,Self-Employed,3574.692511471989,45463.53588827538,18,8.816649583474055,7,Yes,6,5,2569.7161486257623,0.7429607196248061,0.32178988227383254,0.77122655812504,11,0.5827277571974878,0,0,0,0,1,6,0,D
23,Male,Divorced,PhD,Unemployed,4949.332362592401,20996.866803924906,26,13.43285492818426,4,Yes,7,2,1320.705207603244,0.5170805050357925,0.32006632474796026,0.806098185697632,9,0.6615638716353998,0,1,0,0,0,8,1,B
22,Female,Single,Bachelor,Self-Employed,6408.771488029826,19043.400951441734,35,16.110913311114444,8,Yes,1,5,1977.4119150324832,0.826052292336716,0.31603869668331314,0.781437846977987,4,0.6338166379245049,0,0,0,0,5,5,0,D
63,Female,Divorced,PhD,Unemployed,6478.160558549644,22301.137860174942,44,16.763258682581117,7,No,6,5,240.65273793191818,0.7638200596036174,0.32611203810311923,0.6774584928999537,7,0.8276882011919233,0,0,0,0,3,10,0,D
46,Female,Single,PhD,Self-Employed,5231.761397295245,4107.898886480736,26,19.507872590636925,5,Yes,18,4,2999.0134666498666,0.6097542120286907,0.41178984986953204,0.7668978419297625,1,0.8603587369631109,0,0,1,0,3,6,0,C
43,Female,Divorced,Master,Employed,4293.548771164718,8704.96286200424,27,13.2834667505831,3,No,5,2,562.947086035495,0.4554629418426135,0.3198433088085825,0.839313026854041,1,0.7378266049714717,0,0,0,0,0,0,1,B
36,Male,Married,Master,Employed,4387.323438878321,9736.953844992819,43,19.98753494945572,7,No,5,3,1791.388202317259,0.7520158292082882,0.33469498943663606,0.9315433534395594,4,0.03989835201681613,0,0,0,0,5,7,0,D
21,Male,Married,Master,Self-Employed,2053.679695607616,5986.074331651016,42,8.042054997287833,5,Yes,10,2,1921.4425519275283,0.6223377719260219,0.3934431642419401,0.9625496642556046,11,0.15735265875211135,0,0,0,0,4,2,0,C
34,Male,Single,Master,Self-Employed,5064.237592791444,14129.08839796722,21,15.223531052755188,7,No,14,2,1128.8551761819817,0.7825470751869263,0.33719005972983634,0.7724775954217019,11,0.22974921153111894,0,0,0,0,4,6,0,D
23,Female,Divorced,High School,Unemployed,747.1361657521093,15012.46228087493,54,15.493776058960954,3,Yes,10,2,2114.5223730212974,0.5036069033812295,0.266145735838472,0.9612666725826079,8,0.10632988492589657,0,0,0,0,5,8,1,B
22,Female,Married,High School,Unemployed,2278.10558521452,11141.877299601021,14,15.225815741663002,8,No,16,4,1866.7217804892473,0.8290174715339799,0.3996049912245217,0.7075734745258212,3,0.5481618565006959,0,0,0,0,4,6,0,D
80,Male,Married,Bachelor,Self-Employed,3167.70050991114,14992.86060366119,21,17.4343371256381,8,No,16,3,2260.9771818289173,0.8520289954284798,0.4514726841534961,0.7456853821225382,3,0.5149879300755918,0,0,0,0,1,9,0,D
65,Male,Divorced,Bachelor,Employed,4990.514785042579,24381.716783561496,19,8.642975968072587,6,No,1,5,2718.8283519907923,0.6942841517110844,0.3500223511746111,0.9608959851317983,12,0.41497719508339104,0,0,0,0,1,4,0,C
68,Female,Divorced,Master,Unemployed,8044.840336044032,25975.58292270128,17,17.686494601318543,8,Yes,5,0,1695.577033022179,0.8396002008294999,0.26031623139972015,0.8678681706704464,12,0.305479319441884,0,0,0,0,4,8,0,D
76,Male,Married,High School,Unemployed,6816.420305162698,22615.132698206267,63,10.882010342298305,7,No,10,2,582.1837653126581,0.7847635783112848,0.4929393152008461,0.7167031353349116,3,0.7338378880691122,0,1,0,0,3,6,0,D
29,Female,Married,Bachelor,Self-Employed,3723.6038517777642,37944.9640253145,68,11.940662330019416,4,Yes,11,2,4234.7695766516335,0.5693048786777984,0.30972045961105665,0.7708447273270796,0,0.8317596571860041,0,0,0,0,0,6,1,B
40,Male,Single,PhD,Employed,4979.886653048167,22646.171059467182,38,18.22721936431334,7,Yes,7,1,3105.3224849272256,0.7573008701587145,0.3089755443344236,0.9064917293528745,11,0.6510643297068165,0,0,1,0,1,2,0,D
72,Male,Divorced,Master,Self-Employed,3802.027897160135,10960.52555595467,32,17.92244592956547,7,No,2,2,1146.7931271521568,0.7312526812172881,0.45938610496151705,1.1802073897812018,0,0.4945132287419143,0,0,0,0,3,0,0,D
34,Male,Married,PhD,Employed,4666.500252687684,23563.129720121462,26,19.540118483068813,2,Yes,3,3,2478.9335650336916,0.4259029437436875,0.46130999571043474,0.9263980666084191,0,0.9222786127545873,0,0,0,0,1,7,1,A
28,Male,Married,High School,Employed,3421.5307371954013,5178.46398760235,71,13.760072420320665,2,Yes,1,3,116.45596356977512,0.38547999896801866,0.3258094636046959,0.695036624788959,9,0.9402650025581809,0,0,0,0,3,7,1,A
39,Female,Divorced,PhD,Unemployed,3992.3713690278105,31217.471669216684,13,15.687440272004858,6,No,8,5,3235.3821435193254,0.7015611859205335,0.42863335770698174,0.8645261057512812,1,0.40038677025865177,0,0,0,0,1,4,0,C
72,Female,Single,Master,Unemployed,3191.7195924152074,27420.152081868593,61,13.697391192453109,5,Yes,13,3,31.70746344022382,0.6085975978401252,0.3787043905320361,0.7266102605442628,8,0.03275779154361513,0,0,0,0,3,7,0,C
28,Female,Married,PhD,Unemployed,6845.031477323499,28867.769920696275,66,18.260730903506197,7,Yes,9,3,3995.901534831095,0.7733323685339826,0.4666048969846902,0.7890918118246054,11,0.3702992819267539,0,0,0,1,0,4,0,D
63,Female,Divorced,Bachelor,Unemployed,4946.108670189143,13963.451593141996,38,8.276593295311011,5,Yes,19,3,2353.0909783008233,0.626966908674047,0.3781933211919903,0.7209891554178387,3,0.5407612477299253,0,0,0,0,4,1,0,C
77,Female,Single,PhD,Unemployed,817.9305369034028,25253.90335122802,13,13.446369870596838,8,No,19,0,2888.563172725322,0.8356671430374223,0.30326738494816313,0.7552725610685421,9,0.006962851542002824,0,0,0,0,3,10,0,D
53,Female,Divorced,Master,Unemployed,4540.541588253859,8879.67872998252,58,13.692667729995899,5,No,2,2,1566.2608224821606,0.6246892749929899,0.2581958748872689,0.5770778060533033,4,0.1718332210903608,0,1,0,0,3,8,0,C
71,Male,Divorced,High School,Self-Employed,8705.39206963254,24595.500766421057,70,10.74146395048465,8,No,10,5,282.44146407972494,0.8172756069405882,0.2347382683529762,0.8170581250351598,4,0.8924129749937314,0,1,0,0,1,3,0,D
79,Female,Married,Bachelor,Unemployed,6487.897805714338,10791.960067169124,49,15.306672396631692,6,No,12,3,1825.6901173015333,0.683142492791443,0.4801835775240663,0.9016166240804857,2,0.001561249390138686,0,0,0,0,3,1,0,C
69,Female,Divorced,High School,Unemployed,1071.8774735911784,38177.75839500748,68,14.247840718298818,3,Yes,14,3,4816.511898897146,0.5028469450682982,0.4688267526209635,0.7738348531980768,12,0.09055625549836754,0,0,0,0,1,2,1,B
37,Male,Single,Bachelor,Unemployed,2265.748528290372,34079.29063321146,50,18.72715010306142,8,No,19,4,489.71973043982234,0.8034854521818993,0.4363448739606016,0.7982618844162468,12,0.9149524993565075,0,0,0,0,3,9,0,D
76,Male,Married,Master,Self-Employed,1102.843108852644,15108.828527816375,63,14.66026479202177,5,No,11,2,3349.422193017113,0.6282278011760382,0.5183788658998462,0.8492169401846744,3,0.16551312617544167,0,0,0,0,1,6,0,C
